Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
30,Anaheim Ducks,Rickard Rakell\rakelri01,SE,RW,18,2019,Plymouth (OHL),324,98,107,205,12,57,,,,,,
31,Edmonton Oilers,David Musil\musilda01,CA,D,18,2015,Vancouver (WCHL),4,0,2,2,-2,2,,,,,,
32,St. Louis Blues,Ty Rattie\rattity01,CA,RW,18,2019,Portland (WHL),54,10,11,21,1,8,,,,,,
33,Florida Panthers,Rocco Grimaldi\grimaro01,US,C,18,2019,USA U-18 (USHL),38,5,5,10,-6,8,,,,,,
34,New York Islanders,Scott Mayfield\mayfisc01,US,D,18,2019,Youngstown (USHL),89,6,21,27,-10,114,,,,,,
35,Detroit Red Wings,Tomas Jurco\jurcoto01,SK,RW,18,2018,Saint John (QMJHL),201,22,28,50,-11,60,,,,,,
36,Chicago Blackhawks,Adam Clendening\clendad01,US,D,18,2019,Boston University (H-East),90,4,20,24,11,49,,,,,,
37,Columbus Blue Jackets,Boone Jenner\jennebo01,CA,C,18,2019,Oshawa (OHL),351,89,75,164,1,229,,,,,,
38,Nashville Predators,Magnus Hellberg\hellbma01,SE,G,20,2017,Almtuna (Sweden-2),4,0,0,0,0,0,4,1,0,0,.868,2.71
39,Anaheim Ducks,John Gibson\gibsojo02,US,G,18,2019,USA U-18 (USHL),187,0,3,3,0,24,187,97,59,21,.924,2.29
40,Boston Bruins,Alexander Khokhlachev\khokhal01,RU,C,18,2016,Windsor (OHL),9,0,0,0,-4,2,,,,,,
41,St. Louis Blues,Dmitrij Jaskin\jaskidm01,RU,RW,18,2019,Slavia Praha (Czech),272,25,36,61,14,82,,,,,,
42,Carolina Hurricanes,Victor Rask\raskvi01,SE,C,18,2018,Leksand (Sweden-2),313,62,95,157,-30,68,,,,,,
43,Chicago Blackhawks,Brandon Saad\saadbr01,US,LW,18,2019,Saginaw (OHL),460,127,144,271,60,82,,,,,,
44,Dallas Stars,Brett Ritchie\ritchbr01,CA,RW,18,2019,Sarnia (OHL),197,29,20,49,6,108,,,,,,
45,Calgary Flames,Markus Granlund\granlma01,FI,C,18,2019,HIFK Jr. (Finland-Jr.),235,44,34,78,-32,54,,,,,,
46,St. Louis Blues,Joel Edmundson\edmunjo01,CA,D,18,2019,Moose Jaw (WHL),212,12,32,44,14,188,,,,,,
47,San Jose Sharks,Matthew Nieto\nietoma01,US,LW,18,2019,Boston University (H-East),348,51,58,109,-31,72,,,,,,
48,Detroit Red Wings,Xavier Ouellet\ouellxa01,FR,D,18,2019,Montreal (QMJHL),150,5,20,25,-2,70,,,,,,
49,Los Angeles Kings,Christopher Gibson\gibsoch01,FI,G,18,2018,Chicoutimi (QMJHL),12,0,0,0,0,0,12,3,4,3,.902,3.58
50,New York Islanders,Johan Sundstrom\sundsjo01,SE,C,18,2014,Frolunda (Sweden),11,0,1,1,0,6,,,,,,
51,Phoenix Coyotes,Alexander Ruuttu\ruuttal01,US,C,18,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,
52,Nashville Predators,Miikka Salomaki\salommi01,FI,RW,18,2019,Karpat (Finland),131,9,11,20,-8,66,,,,,,
53,Anaheim Ducks,William Karlsson\karlswi01,SE,C,18,2019,Vasteras Jr. (Sweden-Jr.),274,63,73,136,57,30,,,,,,
54,Pittsburgh Penguins,Scott Harrington\harrisc01,CA,D,18,2019,London (OHL),85,3,9,12,-5,26,,,,,,
55,Detroit Red Wings,Ryan Sproul\sproury01,CA,D,18,2018,Sault Ste. Marie (OHL),44,2,10,12,-14,12,,,,,,
56,Phoenix Coyotes,Lucas Lessio\lessilu01,CA,LW,18,2016,Oshawa (OHL),41,3,4,7,-11,12,,,,,,
57,Calgary Flames,Tyler Wotherspoon\wothety01,CA,D,18,2017,Portland (WHL),30,0,5,5,-8,4,,,,,,
58,Tampa Bay Lightning,Nikita Kucherov\kucheni01,RU,LW,18,2019,CSKA Jr. (Russia-Jr.),373,150,192,342,79,165,,,,,,
59,Florida Panthers,Rasmus Bengtsson\bengtra01,SE,D,18,,Rogle Angleholm (Sweden-2),,,,,,,,,,,,
60,Minnesota Wild,Mario Lucia\luciama01,US,LW,18,,Wayzata (High-MN),,,,,,,,,,,,
61,Ottawa Senators,Shane Prince\princsh01,US,C,18,2018,Ottawa (OHL),128,12,26,38,-6,39,,,,,,
62,Edmonton Oilers,Samu Perhonen\perhosa01,FI,G,18,,JyP HT Jr. (Finland-Jr.),,,,,,,,,,,,
63,New York Islanders,Andrey Pedan\pedanan01,LT,D,18,2016,Guelph (OHL),13,0,0,0,-3,18,,,,,,
64,Florida Panthers,Vincent Trocheck\trochvi01,US,C,18,2019,Saginaw (OHL),318,94,126,220,-10,183,,,,,,
65,Anaheim Ducks,Joseph Cramarossa\cramajo01,CA,C,18,2017,Mississauga St. Michael's (OHL),59,4,6,10,0,60,,,,,,
66,Columbus Blue Jackets,T.J. Tynan\tynant.01,US,C,19,2017,U of Notre Dame (CCHA),3,0,0,0,-1,0,,,,,,
67,Winnipeg Jets,Adam Lowry\lowryad01,US,LW,18,2019,Swift Current (WHL),291,45,50,95,5,164,,,,,,
68,Philadelphia Flyers,Nick Cousins\cousini01,CA,C,18,2019,Sault Ste. Marie (OHL),187,24,25,49,-8,72,,,,,,
69,New Jersey Devils,forfeited pick\forfe01,,,,,,,,,,,,,,,,,
70,Chicago Blackhawks,Michael Paliotta\paliomi01,US,D,18,2016,USA U-18 (USHL),2,0,1,1,0,4,,,,,,
71,Vancouver Canucks,David Honzik\honzida01,CZ,G,18,,Victoriaville (QMJHL),,,,,,,,,,,,
72,New York Rangers,Steven Fogarty\fogarst01,US,C,18,2018,Edina High (High-MN),1,0,0,0,0,2,,,,,,
73,Carolina Hurricanes,Keegan Lowe\loweke02,US,D,18,2018,Edmonton (WHL),4,0,0,0,-3,10,,,,,,
74,Edmonton Oilers,Travis Ewanyk\ewanytr01,CA,LW,18,,Edmonton (WHL),,,,,,,,,,,,
75,New Jersey Devils,Blake Coleman\colembl01,US,C,19,2019,Indiana (USHL),109,16,13,29,1,79,,,,,,
76,Florida Panthers,Logan Shaw\shawlo01,CA,RW,19,2018,Cape Breton (QMJHL),180,12,19,31,-10,35,,,,,,
77,Buffalo Sabres,Daniel Catenacci\catenda01,CA,C,18,2018,Sault Ste. Marie (OHL),12,0,0,0,-3,0,,,,,,
78,Winnipeg Jets,Brennan Serville\servibr01,CA,D,18,,Stouffville (OJHL),,,,,,,,,,,,
79,Chicago Blackhawks,Klas Dahlbeck\dahlbkl01,SE,D,20,2018,Linkoping (Sweden),170,6,17,23,-31,87,,,,,,
80,Los Angeles Kings,Andy Andreoff\andrean01,CA,LW,20,2018,Oshawa (OHL),159,13,11,24,-6,214,,,,,,
81,Boston Bruins,Anthony Camara\camaran01,CA,LW,18,,Saginaw (OHL),,,,,,,,,,,,
82,Los Angeles Kings,Nick Shore\shoreni01,US,C,18,2018,Denver (WCHA),236,15,38,53,-15,78,,,,,,
83,Anaheim Ducks,Andy Welinski\welinan01,US,D,18,2018,Green Bay (USHL),7,0,2,2,-1,0,,,,,,
84,Phoenix Coyotes,Harrison Ruopp\ruoppha01,CA,D,18,,Prince Albert (WHL),,,,,,,,,,,,
85,Detroit Red Wings,Alan Quine\quineal01,CA,C,18,2018,Peterborough (OHL),84,6,16,22,-4,12,,,,,,
86,Toronto Maple Leafs,Josh Leivo\leivojo01,CA,LW,18,2019,Sudbury (OHL),67,11,14,25,-1,27,,,,,,
87,Florida Panthers,Jonathan Racine\racinjo01,CA,D,18,2014,Shawinigan (QMJHL),1,0,0,0,-1,2,,,,,,
88,St. Louis Blues,Jordan Binnington\binnijo01,CA,G,18,2016,Owen Sound (OHL),1,0,0,0,0,0,1,0,0,0,.750,4.69
89,San Jose Sharks,Justin Sefton\seftoju01,CA,D,18,,Sudbury (OHL),,,,,,,,,,,,
90,Vancouver Canucks,Alexandre Grenier\grenial01,CA,RW,20,2017,Halifax (QMJHL),9,0,0,0,-5,2,,,,,,
91,Florida Panthers,Kyle Rau\rauky01,US,C,18,2018,Sioux Falls (High-MN),36,2,2,4,-4,6,,,,,,
92,Edmonton Oilers,Dillon Simpson\simpsdi01,CA,D,18,2017,North Dakota (WCHA),3,0,0,0,0,2,,,,,,
93,Colorado Avalanche,Joachim Nermark\nermajo01,SE,C,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,
94,Nashville Predators,Josh Shalla\shalljo01,CA,LW,19,,Saginaw (OHL),,,,,,,,,,,,
95,New York Islanders,Robbie Russo\russoro01,US,D,18,2017,USA U-18 (USHL),19,0,0,0,2,2,,,,,,
96,Ottawa Senators,Jean-Gabriel Pageau\pageaje01,CA,C,18,2018,Gatineau (QMJHL),329,59,71,130,18,107,,,,,,
97,Montreal Canadiens,Josiah Didier\didiejo01,US,D,18,,Cedar Rapids (USHL),,,,,,,,,,,,
98,Columbus Blue Jackets,Mike Reilly\reillmi01,US,D,18,2019,Shattuck St. Mary's (High-MN),112,5,24,29,-4,36,,,,,,
99,New Jersey Devils,Reid Boucher\bouchre01,US,RW,18,2018,USA U-18 (USHL),132,20,22,42,-33,18,,,,,,
100,Toronto Maple Leafs,Tom Nilsson\nilssto01,SE,D,18,,Mora Jr. (Sweden-Jr.),,,,,,,,,,,,
101,Vancouver Canucks,Joseph Labate\labatjo01,US,C,18,2017,Holy Angels (High-MN),13,0,0,0,-2,21,,,,,,
102,St. Louis Blues,Yannick Veilleux\veillya01,CA,LW,18,,Shawinigan (QMJHL),,,,,,,,,,,,
103,Carolina Hurricanes,Gregory Hofmann\hofmagr01,CH,C,18,,Ambri (Swiss),,,,,,,,,,,,
104,Calgary Flames,John Gaudreau\gaudrjo01,US,LW,18,2019,Dubuque (USHL),322,102,198,300,8,64,,,,,,
105,Dallas Stars,Emil Molin\molinem01,SE,RW,18,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,
106,New York Rangers,Michael St. Croix\st.crmi01,CA,C,18,,Edmonton (WHL),,,,,,,,,,,,
107,Buffalo Sabres,Colin Jacobs\jacobco01,US,C,18,,Seattle (WHL),,,,,,,,,,,,
108,Montreal Canadiens,Olivier Archambault\archaol01,CA,LW,18,,Val-d'Or (QMJHL),,,,,,,,,,,,
109,Chicago Blackhawks,Maxim Shalunov\shaluma01,RU,RW,18,,Chelyabinsk Jr. (Russia-Jr.),,,,,,,,,,,,
110,Los Angeles Kings,Michael Mersch\merscmi01,US,LW,18,2016,Wisconsin (WCHA),17,1,2,3,1,0,,,,,,
111,Phoenix Coyotes,Kale Kessy\kessyka01,CA,LW,18,,Medicine Hat (WHL),,,,,,,,,,,,
112,Nashville Predators,Garrett Noonan\noonaga01,US,D,20,,Boston University (H-East),,,,,,,,,,,,
113,Montreal Canadiens,Magnus Nygren\nygrema01,SE,D,21,,Farjestad (Sweden),,,,,,,,,,,,
114,Edmonton Oilers,Tobias Rieder\riedeto01,DE,C,18,2019,Kitchener (OHL),320,55,65,120,-62,38,,,,,,
115,Detroit Red Wings,Marek Tvrdon\tvrdoma01,SK,RW,18,,Vancouver (WCHL),,,,,,,,,,,,
116,Philadelphia Flyers,Colin Suellentrop\suellco01,US,D,18,,Oshawa (OHL),,,,,,,,,,,,
117,Washington Capitals,Steffen Soberg\soberst01,NO,G,18,,Manglerud (Norway),,,,,,,,,,,,
118,Philadelphia Flyers,Marcel Noebels\noebema01,DE,LW,19,,Seattle (WHL),,,,,,,,,,,,
119,Winnipeg Jets,Zachary Yuen\yuenza01,CA,D,18,,Tri-City (WHL),,,,,,,,,,,,
120,Vancouver Canucks,Ludwig Blomstrand\blomslu01,SE,LW,18,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,
121,Boston Bruins,Brian Ferlin\ferlibr01,US,RW,19,2015,Indiana (USHL),7,0,1,1,0,0,,,,,,
122,Edmonton Oilers,Martin Gernat\gernama01,SK,D,18,,Kosice Jr. (Slovak-Jr.),,,,,,,,,,,,
123,Colorado Avalanche,Garrett Meurs\meursga01,CA,C,18,,Plymouth (OHL),,,,,,,,,,,,
124,Florida Panthers,Yaroslav Kosov\kosovya01,RU,C,18,,Magnitogorsk Jr. (Russia-Jr.),,,,,,,,,,,,
125,New York Islanders,John Persson\perssjo01,SE,LW,19,2014,Red Deer (WHL),10,1,0,1,-4,6,,,,,,
126,Ottawa Senators,Fredrik Claesson\claesfr01,SE,D,18,2019,Djurgarden (Sweden),117,4,16,20,-7,46,,,,,,
127,New York Islanders,Brenden Kichton\kichtbr01,CA,D,19,,Spokane (WHL),,,,,,,,,,,,
128,Columbus Blue Jackets,Seth Ambroz\ambrose01,US,RW,18,,Omaha (USHL),,,,,,,,,,,,
129,New Jersey Devils,Blake Pietila\pietibl01,US,LW,18,2018,USA U-18 (USHL),19,1,2,3,-5,6,,,,,,
130,Toronto Maple Leafs,Tony Cameranesi\camerto01,US,C,18,,Wayzata (High-MN),,,,,,,,,,,,
131,Minnesota Wild,Nick Seeler\seeleni01,US,D,18,2019,Eden Prairie (High-MN),31,0,4,4,12,30,,,,,,
132,St. Louis Blues,Niklas Lundstrom\lundsni01,SE,G,18,,AIK Jr. (Sweden-Jr.),,,,,,,,,,,,
133,San Jose Sharks,Sean Kuraly\kuralse01,US,C,18,2019,Indiana (USHL),93,7,10,17,-5,51,,,,,,
134,New York Rangers,Shane McColgan\mccolsh01,US,RW,18,,Kelowna (WHL),,,,,,,,,,,,
135,Dallas Stars,Troy Vance\vancetr01,US,D,18,,Victoriaville (QMJHL),,,,,,,,,,,,
136,New York Rangers,Samuel Noreau\noreasa01,CA,D,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,
137,Buffalo Sabres,Alex Lepkowski\lepkoal01,US,D,18,,Barrie (OHL),,,,,,,,,,,,
138,Montreal Canadiens,Darren Dietz\dietzda01,CA,D,18,2016,Saskatoon (WHL),13,1,4,5,-1,13,,,,,,
139,Chicago Blackhawks,Andrew Shaw\shawan01,CA,C,20,2019,Owen Sound (OHL),448,93,95,188,13,479,,,,,,
140,Los Angeles Kings,Joel Lowry\lowryjo01,US,LW,19,,Victoria (WHL),,,,,,,,,,,,
141,Phoenix Coyotes,Darian Dziurzynski\dziurda02,CA,LW,20,,Saskatoon (WHL),,,,,,,,,,,,
142,Nashville Predators,Simon Karlsson\karlssi01,SE,D,18,,Malmo Jr. (Sweden-Jr.),,,,,,,,,,,,
143,Anaheim Ducks,Max Friberg\fribema01,SE,LW,18,2016,Skovde (Sweden-3),6,0,0,0,-1,2,,,,,,
144,Pittsburgh Penguins,Dominik Uher\uherdo01,CZ,C,18,2015,Spokane (WHL),2,0,0,0,-1,0,,,,,,
145,Detroit Red Wings,Philippe Hudon\hudonph01,CA,C/RW,18,,Choate-Rosemary (High-CT),,,,,,,,,,,,
146,Detroit Red Wings,Mattias Backman\backmma01,SE,D,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,
147,Washington Capitals,Patrick Koudys\koudypa01,CA,D,18,,RPI (ECAC),,,,,,,,,,,,
148,Tampa Bay Lightning,Nikita Nesterov\nesteni01,RU,D,18,2017,Chelyabinsk Jr. (Russia-Jr.),132,9,24,33,0,81,,,,,,
149,Winnipeg Jets,Austen Brassard\brassau01,CA,RW,18,,Belleville (OHL),,,,,,,,,,,,
150,Vancouver Canucks,Frank Corrado\corrafr01,CA,D,18,2018,Sudbury (OHL),76,3,5,8,-24,40,,,,,,
151,Boston Bruins,Rob O'Gara\ogararo01,US,D,18,2018,Milton Academy (High-MA),33,0,3,3,-6,6,,,,,,
152,Toronto Maple Leafs,David Broll\brollda01,CA,LW,18,2014,Sault Ste. Marie (OHL),5,0,1,1,1,5,,,,,,
153,Colorado Avalanche,Gabriel Beaupre\beaupga01,CA,D,18,,Val-d'Or (QMJHL),,,,,,,,,,,,
154,Florida Panthers,Eddie Wittchow\wittced01,US,D,18,,Burnsville (High-MN),,,,,,,,,,,,
155,Phoenix Coyotes,Andrew Fritsch\fritsan01,CA,RW,18,,Owen Sound (OHL),,,,,,,,,,,,
156,Ottawa Senators,Darren Kramer\krameda01,CA,C,19,,Spokane (WHL),,,,,,,,,,,,
157,Winnipeg Jets,Jason Kasdorf\kasdoja01,CA,G,19,2016,Portage (MJHL),1,0,0,0,0,0,1,0,1,0,.867,4.00
158,Columbus Blue Jackets,Lukas Sedlak\sedlalu01,CZ,C,18,2019,Ceske Budejovice Jr. (Czech),122,11,10,21,6,50,,,,,,
159,New Jersey Devils,Reece Scarlett\scarlre01,CA,D,18,,Swift Current (WHL),,,,,,,,,,,,
160,Anaheim Ducks,Josh Manson\mansojo01,CA,D,19,2019,Salmon Arm (BCHL),272,17,57,74,68,263,,,,,,
161,Minnesota Wild,Steve Michalek\michast01,US,G,18,,Loomis-Chaffee (High-CT),,,,,,,,,,,,
162,St. Louis Blues,Ryan Tesink\tesinry01,CA,C,18,,Saint John (QMJHL),,,,,,,,,,,,
163,Carolina Hurricanes,Matt Mahalak\mahalma01,US,G,18,,Plymouth (OHL),,,,,,,,,,,,
164,Calgary Flames,Laurent Brossoit\brossla01,CA,G,18,2019,Edmonton (WHL),30,0,1,1,0,0,30,9,13,2,.903,2.90
165,Dallas Stars,Matej Stransky\stranma01,CZ,RW,18,,Saskatoon (WHL),,,,,,,,,,,,
166,San Jose Sharks,Daniil Sobchenko\sobchda01,UA,C,20,,Yaroslavl (KHL),,,,,,,,,,,,
167,Buffalo Sabres,Nathan Lieuwen\lieuwna01,CA,G,20,2014,Kootenay (WHL),7,0,0,0,,0,7,1,4,0,.906,2.97
168,Montreal Canadiens,Daniel Pribyl\pribyda01,CZ,C,18,,Sparta Jr. (Czech),,,,,,,,,,,,
169,Chicago Blackhawks,Sam Jardine\jardisa01,CA,D,18,,Camrose (AJHL),,,,,,,,,,,,
170,Nashville Predators,Chase Balisy\balisch01,US,C,19,2018,Western Michigan (CCHA),8,0,0,0,-2,0,,,,,,
171,Ottawa Senators,Max McCormick\mccorma01,US,LW,19,2019,Sioux City (USHL),58,5,4,9,-12,74,,,,,,
172,New York Rangers,Peter Ceresnak\cerespe01,SK,D,18,,Trencin Jr. (Slovak-Jr.),,,,,,,,,,,,
173,Toronto Maple Leafs,Dennis Robertson\roberde01,CA,D,20,,Brown (ECAC),,,,,,,,,,,,
174,Pittsburgh Penguins,Josh Archibald\archijo01,CA,W,18,2019,Brainerd-High (High-MN),58,8,6,14,1,29,,,,,,
175,Detroit Red Wings,Richard Nedomlel\nedomri01,CZ,D,18,,Swift Current (WHL),,,,,,,,,,,,
176,Philadelphia Flyers,Petr Placek\placepe01,CZ,RW,18,,Hotchkiss School (High-CT),,,,,,,,,,,,
177,Washington Capitals,Travis Boyd\boydtr01,US,C,18,2018,USA U-18 (USHL),8,0,1,1,2,2,,,,,,
178,Tampa Bay Lightning,Adam Wilcox\wilcoad01,US,G,18,2018,Green Bay (USHL),1,0,0,0,0,0,1,0,1,0,1.000,0.00
179,San Jose Sharks,Dylan Demelo\demeldy01,CA,D,18,2019,Mississauga St. Michael's (OHL),141,4,33,37,7,66,,,,,,
180,Vancouver Canucks,Pathrik Westerholm\westepa01,SE,C,19,,Malmo (Sweden-2),,,,,,,,,,,,
181,Boston Bruins,Lars Volden\voldela01,NO,G,19,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,
182,Edmonton Oilers,Frans Tuohimaa\tuohifr01,FI,G,20,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,
183,Colorado Avalanche,Dillon Donnelly\donnedi01,US,D,18,,Shawinigan (QMJHL),,,,,,,,,,,,
184,Florida Panthers,Iiro Pakarinen\pakarii01,FI,RW,20,2018,KalPa Kuopio (Finland),134,10,13,23,-11,18,,,,,,
185,New York Islanders,Mitchell Theoret\theormi01,CA,C,18,,Niagara (OHL),,,,,,,,,,,,
186,Ottawa Senators,Jordan Fransoo\fransjo02,CA,D,18,,Brandon (WHL),,,,,,,,,,,,
187,Winnipeg Jets,Aaron Harstad\harstaa01,US,D,19,,Green Bay (USHL),,,,,,,,,,,,
188,Columbus Blue Jackets,Anton Forsberg\forsban01,SE,G,18,2018,MODO Jr. (Sweden-Jr.),45,0,1,1,0,0,45,11,24,4,.901,3.21
189,New Jersey Devils,Patrick Daly\dalypa01,US,D,19,,Benilde-St.Margaret's (High-MN),,,,,,,,,,,,
190,Toronto Maple Leafs,Garret Sparks\sparkga01,US,G,18,2019,Guelph (OHL),19,0,0,0,0,0,19,8,9,1,.893,3.07
191,Minnesota Wild,Tyler Graovac\graovty01,CA,C,18,2018,Ottawa (OHL),62,7,2,9,3,12,,,,,,
192,St. Louis Blues,Teemu Eronen\eronete01,FI,D,20,,Jokerit (Finland),,,,,,,,,,,,
193,Carolina Hurricanes,Brody Sutter\suttebr05,CA,C,19,2016,Lethbridge (WHL),12,0,0,0,-6,0,,,,,,
194,San Jose Sharks,Colin Blackwell\blackco01,US,C,18,,St. John's Prep (High-MA),,,,,,,,,,,,
195,Dallas Stars,Jyrki Jokipakka\jokipjy01,FI,D,20,2017,Ilves Tampere (Finland),150,3,25,28,-2,34,,,,,,
196,Phoenix Coyotes,Zac Larraza\larraza01,US,LW,18,,USA U-18 (USHL),,,,,,,,,,,,
197,Buffalo Sabres,Brad Navin\navinbr01,US,C,19,,Waupaca (High-WI),,,,,,,,,,,,
198,Montreal Canadiens,Colin Sullivan\sullico01,US,D,18,,Avon Old Farms (High-CT),,,,,,,,,,,,
199,Chicago Blackhawks,Alex Broadhurst\broadal01,US,C,18,2018,Green Bay (USHL),2,0,0,0,0,2,,,,,,
200,Los Angeles Kings,Michael Schumacher\schummi01,SE,LW,18,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,
201,Tampa Bay Lightning,Matthew Peca\pecama01,CA,C,18,2019,Pembroke (CCHL),28,3,6,9,2,4,,,,,,
202,Nashville Predators,Brent Andrews\andrebr01,CA,LW,18,,Halifax (QMJHL),,,,,,,,,,,,
203,Toronto Maple Leafs,Max Everson\eversma01,US,D,18,,Edina High (High-MN),,,,,,,,,,,,
204,Ottawa Senators,Ryan Dzingel\dzingry01,US,C,19,2019,Lincoln (USHL),196,42,44,86,-8,80,,,,,,
205,Detroit Red Wings,Alexei Marchenko\marchal01,RU,D,19,2017,CSKA (KHL),121,4,17,21,5,26,,,,,,
206,Philadelphia Flyers,Derek Mathers\mathede01,CA,RW,18,,Peterborough (OHL),,,,,,,,,,,,
207,Washington Capitals,Garrett Haar\haarga01,US,D,18,,Fargo (USHL),,,,,,,,,,,,
208,Tampa Bay Lightning,Ondrej Palat\palaton01,CZ,LW,20,2019,Drummondville (QMJHL),371,85,173,258,105,113,,,,,,
209,Pittsburgh Penguins,Scott Wilson\wilsosc01,CA,C/LW,19,2018,Georgetown (OJHL),172,19,27,46,-20,52,,,,,,
210,Vancouver Canucks,Henrik Tommernes\tommehe01,SE,D,21,,Frolunda (Sweden),,,,,,,,,,,,
211,Chicago Blackhawks,Johan Mattsson\mattsjo01,SE,G,19,,Sodertalje Jr. (Sweden-Jr.),,,,,,,,,,,,
