Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
49,Dallas Stars,Roope Hintz\hintzro01,FI,LW,18,2019,Ilves (Finland),5,0,0,0,0,4,,,,,,
50,Minnesota Wild,Jordan Greenway\greenjo02,US,LW,18,2019,USA U-18 (USHL),15,0,2,2,-4,4,,,,,,
51,Buffalo Sabres,Brendan Guhle\guhlebr01,CA,D,18,2018,Prince Albert (WHL),21,0,5,5,-5,10,,,,,,
52,Boston Bruins,Jeremy Lauzon\lauzoje01,CA,D,18,2019,Rouyn-Noranda (QMJHL),1,0,0,0,0,0,,,,,,
53,Calgary Flames,Rasmus Andersson\anderra01,SE,D,18,2019,Barrie (OHL),19,0,0,0,0,4,,,,,,
54,Chicago Blackhawks,Graham Knott\knottgr01,CA,LW,18,,Niagara (OHL),,,,,,,,,,,,
55,Nashville Predators,Yakov Trenin\treniya01,RU,C,18,,Gatineau (QMJHL),,,,,,,,,,,,
56,St. Louis Blues,Vince Dunn\dunnvi02,CA,D,18,2019,Niagara (OHL),82,8,21,29,-1,24,,,,,,
57,Washington Capitals,Jonas Siegenthaler\siegejo01,CH,D,18,,Zurich (Swiss),,,,,,,,,,,,
58,Columbus Blue Jackets,Kevin Stenlund\stenlke01,SE,C,18,,HV 71 Jr. (Sweden-Jr.),,,,,,,,,,,,
59,Anaheim Ducks,Julius Nattinen\nattiju01,FI,C,18,,JYP 2 (Finland-2),,,,,,,,,,,,
60,Calgary Flames,Oliver Kylington\kylinol01,SE,D,18,2016,Farjestad (Sweden),1,0,0,0,0,0,,,,,,
61,Toronto Maple Leafs,Jeremy Bracco\braccje01,US,RW,18,,USA U-18 (USHL),,,,,,,,,,,,
62,New York Rangers,Robin Kovacs\kovacro01,SE,RW,18,,AIK (Sweden-2),,,,,,,,,,,,
63,Arizona Coyotes,Kyle Capobianco\capobky01,CA,D,18,2018,Sudbury (OHL),1,0,0,0,-1,0,,,,,,
64,Tampa Bay Lightning,Dennis Yan\yande01,US,LW,18,,Shawinigan (QMJHL),,,,,,,,,,,,
65,Toronto Maple Leafs,Andrew Nielsen\nielsan01,CA,D,18,,Lethbridge (WHL),,,,,,,,,,,,
66,Vancouver Canucks,Guillaume Brisebois\brisegu01,CA,D,18,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,
67,New Jersey Devils,Blake Speers\speerbl01,CA,C,18,2017,Sault Ste. Marie (OHL),3,0,0,0,0,0,,,,,,
68,Toronto Maple Leafs,Martins Dzierkals\dzierma01,LV,LW,18,,Riga 2 (Russia-Jr.),,,,,,,,,,,,
69,Columbus Blue Jackets,Keegan Kolesar\koleske01,CA,RW,18,,Seattle (WHL),,,,,,,,,,,,
70,Philadelphia Flyers,Felix Sandstrom\sandsfe01,SE,G,18,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,
71,Colorado Avalanche,Jean-Christophe Beaudin\beaudje01,CA,C,18,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,
72,Tampa Bay Lightning,Anthony Cirelli\cirelan01,CA,C,18,2019,Oshawa (OHL),26,7,6,13,9,12,,,,,,
73,Detroit Red Wings,Vili Saarijarvi\saarivi01,FI,D,18,,Green Bay (USHL),,,,,,,,,,,,
74,Los Angeles Kings,Alexander Dergachyov\dergaal01,RU,C,18,,SKA St. Petersburg 2 (Russia-Jr.),,,,,,,,,,,,
75,Boston Bruins,Daniel Vladar\vladada01,CZ,G,18,,Kladno (Czech-2),,,,,,,,,,,,
76,Arizona Coyotes,Adin Hill\hillad01,CA,G,19,2018,Portland (WHL),4,0,0,0,0,0,4,1,3,0,.891,3.49
77,Florida Panthers,Samuel Montembeault\montesa01,CA,G,18,,Blainville-Boisbriand (QMJHL),,,,,,,,,,,,
78,Winnipeg Jets,Erik Foley\foleyer01,US,LW,18,,Cedar Rapids (USHL),,,,,,,,,,,,
79,New York Rangers,Sergey Zborovskiy\zborose01,RU,D,18,,Regina (WHL),,,,,,,,,,,,
80,Anaheim Ducks,Brent Gates\gatesbr01,US,C,18,,Green Bay (USHL),,,,,,,,,,,,
81,Arizona Coyotes,Brendan Warren\warrebr01,US,LW,18,,USA U-18 (USHL),,,,,,,,,,,,
82,New York Islanders,Mitchell Vande Sompel\vandemi01,CA,D,18,,Oshawa (OHL),,,,,,,,,,,,
83,Arizona Coyotes,Jens Looke\lookeje01,SE,RW,18,,Brynas (Sweden),,,,,,,,,,,,
84,Anaheim Ducks,Deven Sideroff\siderde01,CA,RW,18,,Kamloops (WHL),,,,,,,,,,,,
85,Nashville Predators,Thomas Novak\novakth01,US,C,18,,Waterloo (USHL),,,,,,,,,,,,
86,San Jose Sharks,Mike Robinson\robinmi01,US,G,18,,Lawrence Academy (High-MA),,,,,,,,,,,,
87,Montreal Canadiens,Lukas Vejdemo\vejdelu01,SE,C,19,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,
88,Florida Panthers,Thomas Schemitsch\schemth01,CA,D,18,,Owen Sound (OHL),,,,,,,,,,,,
89,New York Rangers,Aleksi Saarela\saareal01,FI,C,18,,Assat (Finland),,,,,,,,,,,,
90,Philadelphia Flyers,Matej Tomek\tomekma01,SK,G,18,,Topeka (NAHL),,,,,,,,,,,,
91,Chicago Blackhawks,Dennis Gilbert\gilbede01,US,D,18,,Chicago (USHL),,,,,,,,,,,,
92,Buffalo Sabres,William Borgen\borgewi01,US,D,18,,Moorhead (High-MN),,,,,,,,,,,,
93,Carolina Hurricanes,Callum Booth\boothca01,CA,G,18,,Quebec (QMJHL),,,,,,,,,,,,
94,St. Louis Blues,Adam Musil\musilad01,CA,C,18,,Red Deer (WHL),,,,,,,,,,,,
95,Toronto Maple Leafs,Jesper Lindgren\lindgje01,SE,D,18,,Modo Jr. (Sweden-Jr.),,,,,,,,,,,,
96,Carolina Hurricanes,Nicolas Roy\royni01,CA,C,18,2018,Chicoutimi (QMJHL),1,0,0,0,-1,0,,,,,,
97,New Jersey Devils,Colton White\whiteco03,CA,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,
98,Philadelphia Flyers,Samuel Dove-McFalls\dovemsa01,CA,LW,18,,Saint John (QMJHL),,,,,,,,,,,,
99,Los Angeles Kings,Austin Wagner\wagneau01,CA,LW,18,2019,Regina (WHL),6,0,0,0,-5,2,,,,,,
100,Nashville Predators,Anthony Richard\richaan01,CA,C,18,,Val d'Or (QMJHL),,,,,,,,,,,,
101,Colorado Avalanche,Andrei Mironov\mironan01,RU,D,21,2018,Dynamo Moscow (Russia),10,1,2,3,2,12,,,,,,
102,Florida Panthers,Denis Malgin\malgide01,CH,C,18,2019,Zurich (Swiss),105,17,18,35,-1,18,,,,,,
103,Dallas Stars,Chris Martenet\martech01,US,D,18,,London (OHL),,,,,,,,,,,,
104,Philadelphia Flyers,Mikhail Vorobyev\vorobmi01,RU,C,18,2019,Ufa 2 (Russia-Jr.),6,1,1,2,0,2,,,,,,
105,Boston Bruins,Jesse Gabrielle\gabrije01,CA,LW,18,,Regina (WHL),,,,,,,,,,,,
106,San Jose Sharks,Adam Helewka\helewad01,CA,LW,20,,Spokane (WHL),,,,,,,,,,,,
107,Ottawa Senators,Christian Wolanin\wolanch01,CA,D,20,2018,Muskegon (USHL),10,1,2,3,-4,0,,,,,,
108,Winnipeg Jets,Michael Spacek\spacemi01,CZ,RW,18,,Pardubice (Czech),,,,,,,,,,,,
109,Ottawa Senators,Filip Ahl\ahlfi01,SE,LW,18,,HV 71 Jr. (Sweden-Jr.),,,,,,,,,,,,
110,Detroit Red Wings,Joren Van Pottelberghe\vanpojo01,CH,G,18,,Linkoping U18 (Sweden-Jr.),,,,,,,,,,,,
111,Minnesota Wild,Ales Stezka\stezkal01,CZ,G,18,,Liberec Jr. (Czech-Jr.),,,,,,,,,,,,
112,New York Islanders,Parker Wotherspoon\wothepa01,CA,D,18,,Tri-City (WHL),,,,,,,,,,,,
113,New York Rangers,Brad Morrison\morribr03,CA,C,18,,Prince George (WHL),,,,,,,,,,,,
114,Vancouver Canucks,Dmitry Zhukenov\zhukedm01,RU,C,18,,Omsk 2 (Russia-Jr.),,,,,,,,,,,,
115,Nashville Predators,Alexandre Carrier\carrial01,CA,D,18,2017,Gatineau (QMJHL),2,0,0,0,1,0,,,,,,
116,St. Louis Blues,Glenn Gawdin\gawdigl01,CA,C,18,,Swift Current (WHL),,,,,,,,,,,,
117,Edmonton Oilers,Caleb Jones\jonesca01,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
118,Tampa Bay Lightning,Jonne Tammela\tammejo01,FI,RW,18,,Kalpa (Finland),,,,,,,,,,,,
119,New York Rangers,Daniel Bernhardt\bernhda01,SE,RW,19,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,
120,Tampa Bay Lightning,Mathieu Joseph\josepma01,CA,RW,18,2019,Saint John (QMJHL),8,0,1,1,-2,2,,,,,,
121,Chicago Blackhawks,Ryan Shea\sheary01,US,D,18,,Boston College H.S. (High-MA),,,,,,,,,,,,
122,Buffalo Sabres,Devante Stephens\stephde01,CA,D,18,,Kelowna (WHL),,,,,,,,,,,,
123,Arizona Coyotes,Conor Garland\garlaco01,US,RW,19,,Moncton (QMJHL),,,,,,,,,,,,
124,Edmonton Oilers,Ethan Bear\bearet01,CA,D,18,2018,Seattle (WHL),18,1,3,4,-11,10,,,,,,
125,Toronto Maple Leafs,Dmytro Timashov\timasdm01,UA,LW,18,,Quebec (QMJHL),,,,,,,,,,,,
126,Carolina Hurricanes,Luke Stevens\stevelu01,US,LW,18,,Noble & Greenough (High-MA),,,,,,,,,,,,
127,St. Louis Blues,Niko Mikkola\mikkoni01,FI,D,19,,Kalpa Jr. (Finland-Jr.),,,,,,,,,,,,
128,Philadelphia Flyers,David Kase\kaseda01,CZ,RW,18,,Chomutov (Czech-2),,,,,,,,,,,,
129,Columbus Blue Jackets,Sam Ruopp\ruoppsa01,CA,D,19,,Prince George (WHL),,,,,,,,,,,,
130,San Jose Sharks,Karlis Cukste\cukstka01,LV,D,18,,Riga 2 (Russia-Jr.),,,,,,,,,,,,
131,Montreal Canadiens,Matthew Bradley\bradlma02,CA,C,18,,Medicine Hat (WHL),,,,,,,,,,,,
132,Florida Panthers,Karch Bachman\bachmka01,US,LW,18,,Culver Academy (High-IN),,,,,,,,,,,,
133,Dallas Stars,Joseph Cecconi\ceccojo01,US,D,18,,Muskegon (USHL),,,,,,,,,,,,
134,Los Angeles Kings,Matt Schmalz\schmama01,CA,RW,19,,Sudbury (OHL),,,,,,,,,,,,
135,Minnesota Wild,Kirill Kaprizov\kapriki01,RU,LW,18,,Novokuznetsk (Russia),,,,,,,,,,,,
136,Calgary Flames,Pavel Karnaukhov\karnapa01,BY,LW,18,,Calgary (WHL),,,,,,,,,,,,
137,Pittsburgh Penguins,Dominik Simon\simondo01,CZ,C,21,2019,Plzen (Czech),46,5,14,19,3,22,,,,,,
138,Carolina Hurricanes,Spencer Smallman\smallsp01,CA,RW,19,,Saint John (QMJHL),,,,,,,,,,,,
139,Ottawa Senators,Christian Jaros\jarosch01,SK,D,19,2019,Lulea Jr. (Sweden-Jr.),6,0,1,1,1,2,,,,,,
140,Detroit Red Wings,Chase Pearson\pearsch01,CA,C,18,,Youngstown (USHL),,,,,,,,,,,,
141,Columbus Blue Jackets,Veeti Vainio\vainive01,FI,D,18,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,
142,San Jose Sharks,Rudolfs Balcers\balceru01,LV,LW,18,,Stavanger (Norway),,,,,,,,,,,,
143,Washington Capitals,Connor Hobbs\hobbsco01,CA,D,18,,Regina (WHL),,,,,,,,,,,,
144,Vancouver Canucks,Carl Neill\neillca01,CA,D,19,,Sherbrooke (QMJHL),,,,,,,,,,,,
145,Nashville Predators,Karel Vejmelka\vejmeka01,CZ,G,19,,Pardubice Jr. (Czech-Jr.),,,,,,,,,,,,
146,St. Louis Blues,Luke Opilka\opilklu01,US,G,18,,USA U-18 (USHL),,,,,,,,,,,,
147,New York Islanders,Ryan Pilon\pilonry01,CA,D,18,,Brandon (WHL),,,,,,,,,,,,
148,Anaheim Ducks,Troy Terry\terrytr01,US,C RW,18,2019,USA U-18 (USHL),8,0,0,0,-1,0,,,,,,
149,Vancouver Canucks,Adam Gaudette\gaudead01,US,C,18,2019,Cedar Rapids (USHL),11,0,1,1,3,0,,,,,,
150,Tampa Bay Lightning,Ryan Zuhlsdorf\zuhlsry01,US,D,18,,Sioux City (USHL),,,,,,,,,,,,
151,Chicago Blackhawks,Radovan Bondra\bondrra01,SK,RW,18,,Kosice (Slovakia),,,,,,,,,,,,
152,Buffalo Sabres,Giorgio Estephan\estepgi01,CA,C,18,,Lethbridge (WHL),,,,,,,,,,,,
153,Tampa Bay Lightning,Kristian Oldham\oldhakr01,US,G,18,,Omaha (USHL),,,,,,,,,,,,
154,Edmonton Oilers,John Marino\marinjo01,US,D,18,,South Shore (USPHL),,,,,,,,,,,,
155,Toronto Maple Leafs,Stephen Desrocher\desrost01,CA,D,19,,Oshawa (OHL),,,,,,,,,,,,
156,Carolina Hurricanes,Jake Massie\massija01,CA,D,18,,Kimball Union (High-NH),,,,,,,,,,,,
157,New Jersey Devils,Brett Seney\seneybr01,CA,LW,19,,Merrimack (H-East),,,,,,,,,,,,
158,Philadelphia Flyers,Cooper Marody\marodco01,US,C,18,2019,Sioux Falls (USHL),2,0,0,0,0,0,,,,,,
159,Columbus Blue Jackets,Vladislav Gavrikov\gavrivl01,RU,D,19,,Yaroslavl (Russia),,,,,,,,,,,,
160,San Jose Sharks,Adam Parsells\parsead01,US,D,18,,Wausau West (High-WI),,,,,,,,,,,,
161,Colorado Avalanche,Sergei Boikov\boikose01,RU,D,19,,Drummondville (QMJHL),,,,,,,,,,,,
162,Florida Panthers,Christopher Wilkie\wilkich01,US,RW,19,,Tri-City (USHL),,,,,,,,,,,,
163,Dallas Stars,Markus Ruusu\ruusuma01,FI,G,18,,JYP Jr. (Finland-Jr.),,,,,,,,,,,,
164,Chicago Blackhawks,Roy Radke\radkero01,US,RW,18,,Barrie (OHL),,,,,,,,,,,,
165,Boston Bruins,Cameron Hughes\hugheca01,CA,C,18,,Wisconsin (Big Ten),,,,,,,,,,,,
166,Calgary Flames,Andrew Mangiapane\mangian01,CA,LW,19,2018,Barrie (OHL),10,0,0,0,-3,2,,,,,,
167,Pittsburgh Penguins,Frederik Tiffels\tiffefr01,DE,LW,20,,Western Michigan (NCHC),,,,,,,,,,,,
168,Winnipeg Jets,Mason Appleton\applema01,US,C,19,,Tri-City (USHL),,,,,,,,,,,,
169,Carolina Hurricanes,David Cotton\cottoda01,US,C,18,,Cushing Academy (High-MA),,,,,,,,,,,,
170,Detroit Red Wings,Patrick Holway\holwapa01,US,D,18,,Boston Advantage U18 (USMAAA),,,,,,,,,,,,
171,Minnesota Wild,Nicholas Boka\bokani01,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
172,New York Islanders,Andong Song\songan01,CN,D,18,,Lawrenceville (Mid-Atlantic),,,,,,,,,,,,
173,Washington Capitals,Colby Williams\willico01,CA,D,20,,Regina (WHL),,,,,,,,,,,,
174,Vancouver Canucks,Lukas Jasek\jaseklu01,CZ,RW,18,,Trinec (Czech),,,,,,,,,,,,
175,Nashville Predators,Tyler Moy\moyty01,US,C,20,,Harvard (ECAC),,,,,,,,,,,,
176,St. Louis Blues,Liam Dunda\dundali01,US,LW,18,,Owen Sound (OHL),,,,,,,,,,,,
177,Montreal Canadiens,Simon Bourque\bourqsi01,CA,D,18,,Rimouski (QMJHL),,,,,,,,,,,,
178,Anaheim Ducks,Steven Ruggiero\ruggist01,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
179,Anaheim Ducks,Garrett Metcalf\metcaga01,US,G,19,,Madison (USHL),,,,,,,,,,,,
180,Tampa Bay Lightning,Bokondji Imama\imamabo01,CA,LW,19,,Saint John (QMJHL),,,,,,,,,,,,
181,Chicago Blackhawks,Joni Tuulola\tuulojo01,FI,D,19,,HPK (Finland),,,,,,,,,,,,
182,Buffalo Sabres,Ivan Chukarov\chukaiv01,US,D,20,,Minnesota Wilderness (NAHL),,,,,,,,,,,,
183,Arizona Coyotes,Erik Kallgren\kallger01,SE,G,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,
184,New York Rangers,Adam Huska\huskaad01,SK,G,18,,Green Bay (USHL),,,,,,,,,,,,
185,Toronto Maple Leafs,Nikita Korostelev\korosni01,RU,RW,18,,Sarnia (OHL),,,,,,,,,,,,
186,Carolina Hurricanes,Steven Lorentz\lorenst01,CA,C; LW,19,,Peterborough (OHL),,,,,,,,,,,,
187,Los Angeles Kings,Chaz Reddekopp\reddech01,CA,D,18,,Victoria (WHL),,,,,,,,,,,,
188,Philadelphia Flyers,Ivan Fedotov\fedotiv01,RU,G,18,,Nizhnekamsk 2 (Russia-Jr.),,,,,,,,,,,,
189,Columbus Blue Jackets,Markus Nutivaara\nutivma01,FI,D,21,2019,Karpat (Finland),136,9,26,35,20,20,,,,,,
190,San Jose Sharks,Marcus Vela\velama01,CA,C,18,,Langley (BCHL),,,,,,,,,,,,
191,Colorado Avalanche,Gustav Olhaver\olhavgu01,SE,C,18,,Rogle Jr. (Sweden-Jr.),,,,,,,,,,,,
192,Florida Panthers,Patrick Shea\sheapa02,US,C,18,,Kimball Union (High-NH),,,,,,,,,,,,
193,San Jose Sharks,John Kupsky\kupskjo01,US,G,19,,Lone Star (NAHL),,,,,,,,,,,,
194,Los Angeles Kings,Matt Roy\royma04,CA,LW,20,,Michigan Tech (WCHA),,,,,,,,,,,,
195,Boston Bruins,Jack Becker\beckeja01,US,C,18,,Mahtomedi (High-MN),,,,,,,,,,,,
196,Calgary Flames,Riley Bruce\bruceri01,CA,D,18,,North Bay (OHL),,,,,,,,,,,,
197,Pittsburgh Penguins,Nikita Pavlychev\pavlyni01,RU,C,18,,Des Moines (USHL),,,,,,,,,,,,
198,Winnipeg Jets,Sami Niku\nikusa01,FI,D,18,2018,JYP 2 (Finland-2),1,1,0,1,0,0,,,,,,
199,Ottawa Senators,Joel Daccord\daccojo01,US,G,19,,Cushing Academy (High-MA),,,,,,,,,,,,
200,Detroit Red Wings,Adam Marsh\marshad01,US,LW,18,,Saint John (QMJHL),,,,,,,,,,,,
201,Minnesota Wild,Gustav Bouramman\bouragu01,SE,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,
202,New York Islanders,Petter Hansson\hansspe01,SE,D,19,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,
203,Winnipeg Jets,Matteo Gennaro\gennama01,CA,C,18,,Prince Albert (WHL),,,,,,,,,,,,
204,Minnesota Wild,Jack Sadek\sadekja01,US,D,18,,Lakeville North (High-MN),,,,,,,,,,,,
205,Nashville Predators,Evan Smith\smithev01,US,G,18,,Austin (NAHL),,,,,,,,,,,,
206,Florida Panthers,Ryan Bednard\bednary01,US,G,18,,Johnstown (NAHL),,,,,,,,,,,,
207,Montreal Canadiens,Jeremiah Addison\addisje01,CA,LW,18,,Ottawa (OHL),,,,,,,,,,,,
208,Edmonton Oilers,Miroslav Svoboda\svobomi01,CZ,G,20,,Trinec Jr. (Czech-Jr.),,,,,,,,,,,,
209,Edmonton Oilers,Ziyat Paigin\paigizi01,RU,D,20,,Kazan (Russia),,,,,,,,,,,,
210,Vancouver Canucks,Tate Olson\olsonta01,CA,D,18,,Prince George (WHL),,,,,,,,,,,,
211,Chicago Blackhawks,John Dahlstrom\dahlsjo01,SE,RW,18,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,
