Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
28,San Jose Sharks,Charlie Coyle\coylech01,US,C/RW,18,2019,South Shore (EJHL),428,83,136,219,34,178,,,,,,
29,Anaheim Ducks,Emerson Etem\etemem01,US,RW,18,2017,Medicine Hat (WHL),173,22,24,46,-7,30,,,,,,
30,New York Islanders,Brock Nelson\nelsobr01,US,C,18,2019,Warroad (High-MN),406,102,90,192,-16,147,,,,,,
31,Edmonton Oilers,Tyler Pitlick\pitlity01,US,C,18,2019,Minnesota State (WCHA),147,26,17,43,7,44,,,,,,
32,Boston Bruins,Jared Knight\knighja01,US,C,18,,London (OHL),,,,,,,,,,,,
33,Florida Panthers,John McFarland\mcfarjo01,CA,LW,18,2016,Sudbury (OHL),3,0,0,0,-1,0,,,,,,
34,Columbus Blue Jackets,Dalton Smith\smithda03,CA,LW,18,,Ottawa (OHL),,,,,,,,,,,,
35,Chicago Blackhawks,Ludvig Rensfeldt\rensflu01,SE,LW,18,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,
36,Florida Panthers,Alex Petrovic\petroal01,CA,D,18,2019,Red Deer (WHL),236,5,44,49,8,350,,,,,,
37,Carolina Hurricanes,Justin Faulk\faulkju01,US,D,18,2019,USA U-18 (USHL),486,75,153,228,-106,222,,,,,,
38,New Jersey Devils,Jon Merrill\merrijo01,US,D,18,2019,USA U-18 (USHL),259,7,33,40,-32,110,,,,,,
39,Minnesota Wild,Brett Bulmer\bulmebr01,CA,RW,18,2016,Kelowna (WHL),17,0,3,3,-2,15,,,,,,
40,New York Rangers,Christian Thomas\thomach01,CA,RW,18,2016,Oshawa (OHL),27,1,2,3,-2,9,,,,,,
41,Dallas Stars,Patrik Nemeth\nemetpa01,SE,D,18,2019,AIK (Sweden-2),184,3,27,30,22,85,,,,,,
42,Anaheim Ducks,Devante Smith-Pelly\smithde06,CA,RW,18,2019,Mississauga (OHL),350,41,54,95,-35,122,,,,,,
43,Toronto Maple Leafs,Brad Ross\rossbr01,CA,LW,18,,Portland (WHL),,,,,,,,,,,,
44,St. Louis Blues,Sebastian Wannstrom\wannsse01,SE,RW,19,,Brynas (Sweden),,,,,,,,,,,,
45,Boston Bruins,Ryan Spooner\spoonry01,CA,C,18,2019,Peterborough (OHL),282,45,114,159,-13,61,,,,,,
46,Edmonton Oilers,Martin Marincin\marinma01,SK,D,18,2019,Slovakia U20 (Slovakia),180,3,22,25,-8,86,,,,,,
47,Los Angeles Kings,Tyler Toffoli\toffoty01,CA,C,18,2019,Ottawa (OHL),385,111,117,228,95,107,,,,,,
48,Edmonton Oilers,Curtis Hamilton\hamilcu01,US,LW,18,2015,Saskatoon (WHL),1,0,0,0,0,5,,,,,,
49,Colorado Avalanche,Calvin Pickard\pickaca01,CA,G,18,2019,Seattle (WHL),90,0,3,3,0,2,90,30,45,7,.911,2.84
50,Florida Panthers,Connor Brickley\brickco01,US,C,18,2018,Des Moines (USHL),67,5,12,17,-5,33,,,,,,
51,Detroit Red Wings,Calle Jarnkrok\jarnkca01,SE,C,18,2019,Brynas (Sweden),326,57,68,125,32,73,,,,,,
52,Phoenix Coyotes,Phil Lane\laneph01,US,RW,18,,Brampton (OHL),,,,,,,,,,,,
53,Carolina Hurricanes,Mark Alt\altma01,US,D,18,2018,Cretin-Derham (High-MN),16,0,0,0,-2,2,,,,,,
54,Chicago Blackhawks,Justin Holl\hollju01,US,D,18,2018,Minnetonka (High-MN),2,2,0,2,5,0,,,,,,
55,Columbus Blue Jackets,Petr Straka\strakpe01,CZ,RW,18,2015,Rimouski (QMJHL),3,0,2,2,1,0,,,,,,
56,Minnesota Wild,Johan Larsson\larssjo02,SE,LW,18,2019,Brynas Jr. (Sweden-Jr.),262,26,40,66,-41,129,,,,,,
57,Phoenix Coyotes,Oscar Lindberg\lindbos02,SE,C,18,2019,Skelleftea (Sweden),201,30,29,59,-1,89,,,,,,
58,Chicago Blackhawks,Kent Simpson\simpske01,CA,G,18,2014,Everett (WHL),1,0,0,0,,0,1,,,,.714,6.00
59,Minnesota Wild,Jason Zucker\zuckeja01,US,LW,18,2019,USA U-18 (USHL),339,101,78,179,35,130,,,,,,
60,Chicago Blackhawks,Stephen Johns\johnsst03,US,D,18,2018,USA U-18 (USHL),150,13,15,28,-6,83,,,,,,
61,Edmonton Oilers,Ryan Martindale\martiry01,CA,C,18,,Ottawa (OHL),,,,,,,,,,,,
62,Toronto Maple Leafs,Greg McKegg\mckeggr01,CA,C,18,2018,Erie (OHL),91,7,6,13,-6,32,,,,,,
63,Tampa Bay Lightning,Brock Beukeboom\beukebr01,US,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,
64,Calgary Flames,Max Reinhart\reinhma01,CA,C,18,2015,Kootenay (WHL),23,1,4,5,-5,6,,,,,,
65,New York Islanders,Kirill Kabanov\kabanki01,RU,LW,18,,Moncton (QMJHL),,,,,,,,,,,,
66,Tampa Bay Lightning,Radko Gudas\gudasra01,CZ,D,20,2019,Everett (WHL),348,20,70,90,10,520,,,,,,
67,Carolina Hurricanes,Danny Biega\biegada01,CA,D,18,2015,Harvard (ECAC),10,0,2,2,-5,0,,,,,,
68,Buffalo Sabres,Jerome Gauthier-Leduc\gauthje02,CA,D,18,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,
69,Florida Panthers,Joe Basaraba\basarjo01,CA,RW,18,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,
70,Los Angeles Kings,Jordan Weal\wealjo01,CA,C,18,2019,Regina (WHL),113,17,19,36,-3,34,,,,,,
71,Colorado Avalanche,Michael Bournival\bournmi01,CA,LW,18,2018,Shawinigan (QMJHL),113,12,10,22,-6,24,,,,,,
72,Tampa Bay Lightning,Adam Janosik\janosad01,SK,D,18,,Gatineau (QMJHL),,,,,,,,,,,,
73,Calgary Flames,Joey Leach\leachjo01,CA,D,18,,Kootenay (WHL),,,,,,,,,,,,
74,St. Louis Blues,Max Gardiner\gardima01,US,C,18,,Minnetonka (High-MN),,,,,,,,,,,,
75,Buffalo Sabres,Kevin Sundher\sundhke01,CA,C,18,,Chilliwack (WHL),,,,,,,,,,,,
76,Ottawa Senators,Jakub Culek\culekja01,CZ,LW,18,,Rimouski (QMJHL),,,,,,,,,,,,
77,Dallas Stars,Alexander Guptill\guptial01,CA,LW,18,,Orangeville (CCHL),,,,,,,,,,,,
78,Nashville Predators,Taylor Aronson\aronsta01,US,D,18,,Portland (WHL),,,,,,,,,,,,
79,Toronto Maple Leafs,Sondre Olden\oldenso01,NO,C,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,
80,Pittsburgh Penguins,Bryan Rust\rustbr01,US,RW,18,2019,USA U-18 (USHL),189,34,48,82,12,52,,,,,,
81,Detroit Red Wings,Louis-Marc Aubry\aubrylo01,CA,C,18,,Montreal (QMJHL),,,,,,,,,,,,
82,New York Islanders,Jason Clark\clarkja01,US,C/LW,18,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,
83,Buffalo Sabres,Matt MacKenzie\mackema01,CA,D,18,,Calgary (WHL),,,,,,,,,,,,
84,New Jersey Devils,Scott Wedgewood\wedgesc01,CA,G,18,2018,Plymouth (OHL),24,0,0,0,0,2,24,7,10,5,.903,3.05
85,Carolina Hurricanes,Austin Levi\leviau01,US,D,18,,Plymouth (OHL),,,,,,,,,,,,
86,Washington Capitals,Stanislav Galiev\galiest01,RU,RW,18,2016,Saint John (QMJHL),26,1,3,4,3,4,,,,,,
87,Atlanta Thrashers,Julian Melchiori\melchju01,CA,D,18,2017,Newmarket (CCHL),30,0,2,2,0,8,,,,,,
88,San Jose Sharks,Max Gaede\gaedema01,US,RW,18,,Woodbury HS (High-MN),,,,,,,,,,,,
89,Philadelphia Flyers,Michael Chaput\chapumi01,CA,C,18,2018,Lewiston (QMJHL),135,6,11,17,-21,62,,,,,,
90,Chicago Blackhawks,Joakim Nordstrom\nordsjo02,SE,C,18,2019,AIK Jr. (Sweden-Jr.),291,22,29,51,-28,43,,,,,,
91,Edmonton Oilers,Jeremie Blain\blainje01,CA,D,18,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,
92,Florida Panthers,Sam Brittain\brittsa01,CA,G,18,,Canmore (AJHL),,,,,,,,,,,,
93,Florida Panthers,Ben Gallacher\gallabe01,CA,D,18,,Camrose (AJHL),,,,,,,,,,,,
94,Columbus Blue Jackets,Brandon Archibald\archibr01,US,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,
95,Colorado Avalanche,Stephen Silas\silasst01,CA,D,18,,Belleville (OHL),,,,,,,,,,,,
96,Tampa Bay Lightning,Geoffrey Schemitsch\schemge01,CA,D,18,,Owen Sound (OHL),,,,,,,,,,,,
97,Boston Bruins,Craig Cunningham\cunnicr01,CA,LW,20,2016,Vancouver (WCHL),63,3,5,8,-8,6,,,,,,
98,Buffalo Sabres,Steven Shipley\shiplst01,CA,C,18,,Owen Sound (OHL),,,,,,,,,,,,
99,Florida Panthers,Joonas Donskoi\donskjo01,FI,RW,18,2019,Karpat (Finland),212,34,58,92,11,58,,,,,,
100,New York Rangers,Andrew Yogan\yoganan01,US,C/LW,18,,Erie (OHL),,,,,,,,,,,,
101,Atlanta Thrashers,Ivan Telegin\telegiv01,RU,LW,18,,Saginaw (OHL),,,,,,,,,,,,
102,Columbus Blue Jackets,Mathieu Corbeil\corbema01,CA,G,18,,Halifax (QMJHL),,,,,,,,,,,,
103,Calgary Flames,John Ramage\ramagjo01,CA,D,19,2016,Wisconsin (WCHA),2,0,0,0,-3,0,,,,,,
104,St. Louis Blues,Jani Hakanpaa\hakanja01,FI,D,18,,K-Vantaa U18 (Finland-Jr.),,,,,,,,,,,,
105,Carolina Hurricanes,Justin Shugg\shuggju01,CA,LW,18,2015,Windsor (OHL),3,0,0,0,0,2,,,,,,
106,Ottawa Senators,Marcus Sorensen\sorenma01,SE,RW,18,2019,Sodertalje Jr. (Sweden-Jr.),60,7,6,13,-5,11,,,,,,
107,Colorado Avalanche,Sami Aittokallio\aittosa01,FI,G,18,2014,Ilves Jr. (Finland-Jr.),2,0,0,0,0,0,2,0,1,0,.884,3.36
108,Calgary Flames,Bill Arnold\arnolbi01,US,C,18,2014,USA U-18 (USHL),1,0,0,0,-1,0,,,,,,
109,Dallas Stars,Alex Theriau\therial01,CA,D,18,,Everett (WHL),,,,,,,,,,,,
110,Pittsburgh Penguins,Tom Kuhnhackl\kuhnhto01,DE,C,18,2019,Landshut Cann. (German-2),170,11,28,39,5,50,,,,,,
111,Detroit Red Wings,Teemu Pulkkinen\pulkkte01,FI,LW,18,2017,Jokerit (Finland),83,13,9,22,5,32,,,,,,
112,Washington Capitals,Philipp Grubauer\grubaph01,DE,G,18,2019,Windsor (OHL),104,0,1,1,0,2,104,45,32,11,.923,2.30
113,Montreal Canadiens,Mark MacMillan\macmima01,CA,F,18,,Alberni Valley (BCHL),,,,,,,,,,,,
114,New Jersey Devils,Joe Faust\faustjo01,US,D,18,,Bloomington-Jeff. (High-MN),,,,,,,,,,,,
115,Vancouver Canucks,Patrick McNally\mcnalpa01,US,D,18,,Milton Academy (High-MA),,,,,,,,,,,,
116,Toronto Maple Leafs,Petter Granberg\granbpe01,SE,D,18,2017,Skelleftea Jr. (Sweden-Jr.),45,0,2,2,2,29,,,,,,
117,Montreal Canadiens,Morgan Ellis\ellismo01,CA,D,18,2016,Cape Breton (QMJHL),3,0,0,0,0,2,,,,,,
118,Tampa Bay Lightning,Jimmy Mullin\mulliji01,US,RW,18,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,
119,Philadelphia Flyers,Tye McGinn\mcginty01,CA,LW,20,2016,Gatineau (QMJHL),89,9,8,17,-1,44,,,,,,
120,Chicago Blackhawks,Rob Flick\flickro01,CA,C,19,,Mississauga (OHL),,,,,,,,,,,,
121,Edmonton Oilers,Tyler Bunz\bunzty01,CA,G,18,2015,Medicine Hat (WHL),1,0,0,0,0,0,1,0,0,0,.750,9.00
122,Anaheim Ducks,Chris Wagner\wagnech01,US,C,19,2019,South Shore (EJHL),183,18,13,31,-14,79,,,,,,
123,Florida Panthers,Zach Hyman\hymanza01,CA,C,18,2019,Hamilton (CCHL),190,29,50,79,26,89,,,,,,
124,Columbus Blue Jackets,Austin Madaisky\madaiau01,CA,D,18,,Kamloops (WHL),,,,,,,,,,,,
125,New York Islanders,Tony Dehart\deharto01,US,D,20,,Oshawa (OHL),,,,,,,,,,,,
126,Nashville Predators,Patrick Cehlin\cehlipa01,SE,RW,19,,Djurgarden (Sweden),,,,,,,,,,,,
127,San Jose Sharks,Cody Ferriero\ferrico01,US,C,18,,Governor's Acad. (High-MA),,,,,,,,,,,,
128,Atlanta Thrashers,Fredrik Pettersson-Wentzel\pettefr02,SE,G,19,,Almtuna (Sweden-2),,,,,,,,,,,,
129,San Jose Sharks,Freddie Hamilton\hamilfr01,CA,C,18,2018,Niagara (OHL),75,4,2,6,-9,12,,,,,,
130,New York Rangers,Jason Wilson\wilsoja01,CA,LW,20,,Owen Sound (OHL),,,,,,,,,,,,
131,Dallas Stars,John Klingberg\klingjo01,SE,D,18,2019,Frolunda Jr. (Sweden-Jr.),312,47,176,223,38,124,,,,,,
132,Anaheim Ducks,Tim Heed\heedti01,SE,D,19,2018,Sodertalje (Sweden),30,3,8,11,0,8,,,,,,
133,Calgary Flames,Micheal Ferland\ferlami01,CA,LW,18,2019,Brandon (WHL),259,48,50,98,-3,144,,,,,,
134,St. Louis Blues,Cody Beach\beachco01,CA,RW,18,,Calgary (WHL),,,,,,,,,,,,
135,Boston Bruins,Justin Florek\floreju01,US,LW,20,2014,Northern Mich. (CCHA),4,1,1,2,1,0,,,,,,
136,San Jose Sharks,Isaac MacLeod\macleis01,CA,D,18,,Penticton (BCHL),,,,,,,,,,,,
137,Colorado Avalanche,Troy Rutkowski\rutkotr01,CA,D,18,,Portland (WHL),,,,,,,,,,,,
138,Phoenix Coyotes,Louis Domingue\dominlo01,CA,G,18,2019,Quebec (QMJHL),98,0,1,1,0,4,98,36,44,8,.907,2.97
139,Colorado Avalanche,Luke Walker\walkelu01,US,RW,20,,Portland (WHL),,,,,,,,,,,,
140,Pittsburgh Penguins,Kenny Agostino\agostke01,US,LW,18,2018,Delbarton (High-NJ),22,2,4,6,-5,6,,,,,,
141,Detroit Red Wings,Petr Mrazek\mrazepe01,CZ,G,18,2019,Ottawa (OHL),188,0,2,2,0,4,188,80,66,24,.910,2.66
142,Washington Capitals,Caleb Herbert\herbeca01,US,C,18,,Bloomington-Jeff. (High-MN),,,,,,,,,,,,
143,Buffalo Sabres,Gregg Sutch\sutchgr01,CA,RW,18,,Mississauga (OHL),,,,,,,,,,,,
144,Toronto Maple Leafs,Sam Carrick\carrisa01,CA,C,18,2016,Brampton (OHL),19,1,1,2,-1,13,,,,,,
145,Vancouver Canucks,Adam Polasek\polasad01,CZ,D,19,,P.E.I. (QMJHL),,,,,,,,,,,,
146,Toronto Maple Leafs,Daniel Brodin\brodida01,SE,LW,20,,Djurgarden (Sweden),,,,,,,,,,,,
147,Montreal Canadiens,Brendan Gallagher\gallabr01,CA,RW,18,2019,Vancouver (WCHL),415,123,122,245,41,238,,,,,,
148,Los Angeles Kings,Kevin Gravel\graveke01,US,D,18,2019,Sioux City (USHL),72,1,9,10,-2,8,,,,,,
149,Philadelphia Flyers,Michael Parks\parksmi01,US,RW,18,,Cedar Rapids (USHL),,,,,,,,,,,,
150,Atlanta Thrashers,Yasin Cisse\cisseya01,CA,RW,18,,Des Moines (USHL),,,,,,,,,,,,
151,Chicago Blackhawks,Mirko Hoefflin\hoeffmi02,DE,C,18,,Heilbronn (German-2),,,,,,,,,,,,
152,Pittsburgh Penguins,Joe Rogalski\rogaljo01,US,D,18,,Sarnia (OHL),,,,,,,,,,,,
153,Florida Panthers,Corey Durocher\durocco01,CA,LW,18,,Kingston (OHL),,,,,,,,,,,,
154,Columbus Blue Jackets,Dalton Prout\proutda01,CA,D,20,2019,Barrie (OHL),243,6,30,36,-14,308,,,,,,
155,Atlanta Thrashers,Kendall McFaull\mcfauke01,CA,D,18,,Moose Jaw (WHL),,,,,,,,,,,,
156,Tampa Bay Lightning,Brendan O'Donnell\odonnbr01,CA,C,18,,Winnipeg South (MJHL),,,,,,,,,,,,
157,New York Rangers,Jesper Fast\fastje01,SE,RW,18,2019,HV 71 Jr. (Sweden-Jr.),297,36,67,103,-1,76,,,,,,
158,Los Angeles Kings,Maxim Kitsyn\kitsyma01,RU,LW,18,,Novokuznetsk (Russia),,,,,,,,,,,,
159,Minnesota Wild,Johan Gustafsson\gustajo02,SE,G,18,,Skare (Sweden-3),,,,,,,,,,,,
160,Atlanta Thrashers,Tanner Lane\laneta01,US,C,18,,Detroit Lakes (High-MN),,,,,,,,,,,,
161,Anaheim Ducks,Andreas Dahlstrom\dahlsan01,SE,C,19,,AIK (Sweden-2),,,,,,,,,,,,
162,Edmonton Oilers,Brandon Davidson\davidbr01,CA,D,19,2019,Regina (WHL),154,9,14,23,-13,63,,,,,,
163,San Jose Sharks,Konrad Abeltshauser\abeltko01,DE,D,18,,Halifax (QMJHL),,,,,,,,,,,,
164,St. Louis Blues,Stephen Macaulay\macaust01,CA,LW,18,,Saint John (QMJHL),,,,,,,,,,,,
165,Boston Bruins,Zane Gothberg\mcintza01,US,G,18,2017,Thief River Falls (High-MN),8,0,0,0,0,0,8,0,4,1,.858,3.97
166,Edmonton Oilers,Drew Czerwonka\czerwdr01,CA,LW,18,,Kootenay (WHL),,,,,,,,,,,,
167,Carolina Hurricanes,Tyler Stahl\stahlty01,CA,D,18,,Chilliwack (WHL),,,,,,,,,,,,
168,Nashville Predators,Anthony Bitetto\bitetan01,US,D,20,2019,Indiana (USHL),99,2,15,17,-1,78,,,,,,
169,Atlanta Thrashers,Sebastian Owuya\owuyase01,SE,D,18,,Timra (Sweden),,,,,,,,,,,,
170,Pittsburgh Penguins,Reid McNeill\mcneire01,CA,D,18,,London (OHL),,,,,,,,,,,,
171,Detroit Red Wings,Brooks Macek\macekbr01,CA,C,18,,Tri-City (WHL),,,,,,,,,,,,
172,Vancouver Canucks,Alex Friesen\friesal01,CA,C,19,2016,Niagara (OHL),1,0,0,0,-2,0,,,,,,
173,Buffalo Sabres,Cedrick Henley\henlece01,CA,LW,18,,Val D'Or (QMJHL),,,,,,,,,,,,
174,New Jersey Devils,Maxime Clermont\clermma01,CA,G,18,,Gatineau (QMJHL),,,,,,,,,,,,
175,Vancouver Canucks,Jonathan Iilahti\iilahjo01,FI,G,18,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,
176,Washington Capitals,Samuel Carrier\carrisa02,CA,D,18,,Lewiston (QMJHL),,,,,,,,,,,,
177,Anaheim Ducks,Kevin Lind\lindke01,US,D,18,,Chicago (USHL),,,,,,,,,,,,
178,Ottawa Senators,Mark Stone\stonema01,CA,RW,18,2019,Brandon (WHL),315,99,157,256,45,97,,,,,,
179,Philadelphia Flyers,Nick Luukko\luukkni01,US,D,18,,The Gunnery (High-CT),,,,,,,,,,,,
180,Chicago Blackhawks,Nick Mattson\mattsni01,US,D,18,,Indiana (USHL),,,,,,,,,,,,
181,Edmonton Oilers,Kristians Pelss\pelsskr01,LV,LW,18,,Dyn. Jr. Riga (Belarus-Jr.),,,,,,,,,,,,
182,Toronto Maple Leafs,Josh Nicholls\nichojo01,CA,RW,18,,Saskatoon (WHL),,,,,,,,,,,,
183,Florida Panthers,R.J. Boyd\boydr.01,US,D,19,,Cushing Academy (High-MA),,,,,,,,,,,,
184,Columbus Blue Jackets,Martin Ouellette\ouellma02,CA,G,18,,Kimball Union (High-NH),,,,,,,,,,,,
185,New York Islanders,Cody Rosen\rosenco01,CA,G,19,,Clarkson (ECAC),,,,,,,,,,,,
186,Tampa Bay Lightning,Teigan Zahn\zahnte01,CA,D,20,,Saskatoon (WHL),,,,,,,,,,,,
187,Carolina Hurricanes,Frederik Andersen\anderfr01,DK,G,20,2019,Frederikshavn (Denmark),265,0,7,7,0,24,265,153,66,31,.918,2.55
188,San Jose Sharks,Lee Moffie\moffile01,US,D,20,,Michigan (CCHA),,,,,,,,,,,,
189,Minnesota Wild,Dylen McKinlay\mckindy01,CA,RW,18,,Chilliwack (WHL),,,,,,,,,,,,
190,New York Rangers,Randy McNaught\mcnaura01,CA,RW,20,,Saskatoon (WHL),,,,,,,,,,,,
191,Chicago Blackhawks,Mac Carruth\carruma01,US,G,18,,Portland (WHL),,,,,,,,,,,,
192,Anaheim Ducks,Brett Perlini\perlibr02,CA,C,20,,Michigan State (CCHA),,,,,,,,,,,,
193,Calgary Flames,Patrick Holland\hollapa01,CA,RW,18,2014,Tri-City (WHL),5,0,0,0,0,0,,,,,,
194,Nashville Predators,David Elsner\elsneda01,DE,LW,18,,Landshut Cann. (German-2),,,,,,,,,,,,
195,Boston Bruins,Maxim Chudinov\chudima01,RU,D,20,,Cherepovets (Russia),,,,,,,,,,,,
196,Ottawa Senators,Bryce Aneloski\anelobr01,US,D,20,,Cedar Rapids (USHL),,,,,,,,,,,,
197,Colorado Avalanche,Luke Moffatt\moffalu01,US,C,18,,USA U-18 (USHL),,,,,,,,,,,,
198,Nashville Predators,Joonas Rask\raskjo01,FI,C,20,2013,Ilves (Finland),2,0,1,1,-1,0,,,,,,
199,Atlanta Thrashers,Peter Stoykewych\stoykpe01,CA,D,18,,Winnipeg South (MJHL),,,,,,,,,,,,
200,San Jose Sharks,Chris Crane\cranech01,US,RW,18,,Green Bay (USHL),,,,,,,,,,,,
201,Detroit Red Wings,Ben Marshall\marshbe02,US,D,18,,Mahtomedi (High-MN),,,,,,,,,,,,
202,Edmonton Oilers,Kellen Jones\joneske02,CA,F,20,,Vernon (BCHL),,,,,,,,,,,,
203,Buffalo Sabres,Christian Isackson\isackch01,US,RW,18,,St. Thomas (High-MN),,,,,,,,,,,,
204,New Jersey Devils,Mauro Jorg\jorgma01,CH,LW,20,,Lugano (Swiss),,,,,,,,,,,,
205,Vancouver Canucks,Sawyer Hannay\hannasa01,CA,D,18,,Halifax (QMJHL),,,,,,,,,,,,
206,Philadelphia Flyers,Ricard Blidstrand\blidsri01,SE,D,18,,AIK Jr. (Sweden-Jr.),,,,,,,,,,,,
207,Montreal Canadiens,John Westin\westijo01,SE,LW,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,
208,Buffalo Sabres,Riley Boychuk\boychri01,CA,LW,19,,Portland (WHL),,,,,,,,,,,,
209,Philadelphia Flyers,Brendan Ranford\ranfobr01,CA,LW,18,2015,Kamloops (WHL),1,0,0,0,0,0,,,,,,
210,Boston Bruins,Zach Trotman\trotmza01,US,D,20,2018,Lake Superior (CCHA),70,3,9,12,-2,22,,,,,,
